[26-Feb-2017 17:39:38 Asia/Tokyo] PHP Fatal error:  Class 'App\Http\Controllers\Micropost' not found in /home/ubuntu/workspace/kadai-microposts/app/Http/Controllers/MicropostsController.php on line 93
[26-Feb-2017 22:10:54 Asia/Tokyo] PHP  32. call_user_func:{/home/ubuntu/workspace/kadai-microposts/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103}() /home/ubuntu/workspace/kadai-microposts/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103
[26-Feb-2017 22:10:54 Asia/Tokyo] PHP  33. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}() /home/ubuntu/workspace/kadai-microposts/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103
[26-Feb-2017 22:10:54 Asia/Tokyo] PHP  34. call_user_func_array:{/home/ubuntu/workspace/kadai-microposts/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124}() /home/ubuntu/workspace/kadai-microposts/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124
[26-Feb-2017 22:10:54 Asia/Tokyo] PHP  35. App\Http\Middleware\Authenticate->handle() /home/ubuntu/workspace/kadai-microposts/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:124
[26-Feb-2017 22:10:54 Asia/Tokyo] PHP  36. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}() /home/ubuntu/workspace/kadai-microposts/app/Http/Middleware/Authenticate.php:46
[26-Feb-2017 22:10:54 Asia/Tokyo] PHP  37. call_user_func:{/home/ubuntu/workspace/kadai-microposts/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:139}() /home/ubuntu/workspace/kadai-microposts/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:139
[26-Feb-2017 22:10:54 Asia/Tokyo] PHP  38. Illuminate\Routing\Router->Illuminate\Routing\{closure}() /home/ubuntu/workspace/kadai-microposts/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:139
[26-Feb-2017 22:10:54 Asia/Tokyo] PHP  39. Illuminate\Routing\Route->run() /home/ubuntu/workspace/kadai-microposts/vendor/laravel/framework/src/Illuminate/Routing/Router.php:708
[26-Feb-2017 22:10:54 Asia/Tokyo] PHP  40. Illuminate\Routing\Route->runWithCustomDispatcher() /home/ubuntu/workspace/kadai-microposts/vendor/laravel/framework/src/Illuminate/Routing/Route.php:134
[26-Feb-2017 22:10:54 Asia/Tokyo] PHP  41. Illuminate\Routing\ControllerDispatcher->dispatch() /home/ubuntu/workspace/kadai-microposts/vendor/laravel/framework/src/Illuminate/Routing/Route.php:203
[26-Feb-2017 22:10:54 Asia/Tokyo] PHP  42. Illuminate\Routing\ControllerDispatcher->callWithinStack() /home/ubuntu/workspace/kadai-microposts/vendor/laravel/framework/src/Illuminate/Routing/ControllerDispatcher.php:69
[26-Feb-2017 22:10:54 Asia/Tokyo] PHP  43. Illuminate\Pipeline\Pipeline->then() /home/ubuntu/workspace/kadai-microposts/vendor/laravel/framework/src/Illuminate/Routing/ControllerDispatcher.php:114
[26-Feb-2017 22:10:54 Asia/Tokyo] PHP  44. call_user_func:{/home/ubuntu/workspace/kadai-microposts/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103}() /home/ubuntu/workspace/kadai-microposts/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103
[26-Feb-2017 22:10:54 Asia/Tokyo] PHP  45. Illuminate\Pipeline\Pipeline->Illuminate\Pipeline\{closure}() /home/ubuntu/workspace/kadai-microposts/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:103
[26-Feb-2017 22:10:54 Asia/Tokyo] PHP  46. call_user_func:{/home/ubuntu/workspace/kadai-microposts/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:139}() /home/ubuntu/workspace/kadai-microposts/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:139
[26-Feb-2017 22:10:54 Asia/Tokyo] PHP  47. Illuminate\Routing\ControllerDispatcher->Illuminate\Routing\{closure}() /home/ubuntu/workspace/kadai-microposts/vendor/laravel/framework/src/Illuminate/Pipeline/Pipeline.php:139
[26-Feb-2017 22:10:54 Asia/Tokyo] PHP  48. Illuminate\Routing\ControllerDispatcher->call() /home/ubuntu/workspace/kadai-microposts/vendor/laravel/framework/src/Illuminate/Routing/ControllerDispatcher.php:112
[26-Feb-2017 22:10:54 Asia/Tokyo] PHP  49. Illuminate\Routing\Controller->callAction() /home/ubuntu/workspace/kadai-microposts/vendor/laravel/framework/src/Illuminate/Routing/ControllerDispatcher.php:164
[26-Feb-2017 22:10:54 Asia/Tokyo] PHP  50. call_user_func_array:{/home/ubuntu/workspace/kadai-microposts/vendor/laravel/framework/src/Illuminate/Routing/Controller.php:256}() /home/ubuntu/workspace/kadai-microposts/vendor/laravel/framework/src/Illuminate/Routing/Controller.php:256
[26-Feb-2017 22:10:54 Asia/Tokyo] PHP  51. App\Http\Controllers\UserFavoriteController->store() /home/ubuntu/workspace/kadai-microposts/vendor/laravel/framework/src/Illuminate/Routing/Controller.php:256
[26-Feb-2017 22:10:54 Asia/Tokyo] PHP  52. App\User->add_favorite() /home/ubuntu/workspace/kadai-microposts/app/Http/Controllers/UserFavoriteController.php:43
